Company,Item,Type,Certifivate,lng,lat
삼육식품,성장기용조제식,특수용도식품,2013-03-15,127.113661,36.815008
㈜햇빛,참기름,식용유지류,2013-03-15,127.256832,37.087811
㈜햇빛,기타가공품(볶음참깨),규격외일반가공식품,2013-03-15,127.256832,37.087811
동우유통,냉동수산식품(어류),냉동수산식품,2013-03-15,127.200254,37.512875
동우유통,냉동수산식품(연체류),냉동수산식품,2013-03-15,127.200254,37.512875
디에스에프에스(FS),냉동수산식품(어류),냉동수산식품,2013-03-15,127.200254,37.512875
디에스에프에스(FS),냉동수산식품(연체류),냉동수산식품,2013-03-15,127.200254,37.512875
남선수산,냉동수산식품(어류),냉동수산식품,2013-03-15,127.75308,34.790069
올레마켓,냉동수산식품(어류),냉동수산식품,2013-03-18,126.525039,33.511741
태정식품,어묵,어묵,2013-03-18,127.30412,37.675614
푸른식품주식회사,혼합장,장류,2013-03-18,126.494274,37.687534
남양씨푸드 주식회사,수산물가공품,규격외일반가공식품(수산물가공품),2013-03-18,127.178266,37.437395
농업회사법인㈜퍼스프,과채가공품,기타식품류,2013-03-18,127.248676,36.274529
인그리디언코리아유한회사부평공장,물엿,엿류,2013-03-20,126.721668,37.506989
인그리디언코리아유한회사부평공장,덱스트린,엿류,2013-03-20,126.721668,37.506989
인그리디언코리아유한회사부평공장,올리고당가공품,올리고당류,2013-03-20,126.721668,37.506989
㈜사조대림,콩기름,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,올리브유,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,혼합식용유,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,미강유,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,채종유,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,해바라기유,식용유지류,2013-03-20,126.661813,37.487441
㈜사조대림,기타식용유지,식용유지류,2013-03-20,126.661813,37.487441
㈜교동식품,레토르트식품(즉석조리식품),레토르트식품,2013-03-22,127.571294,36.306664
농업회사법인주식회사우리푸디스,두부,두부류 또는 묵류,2013-03-22,127.089337,35.859308
㈜임진강김치,김칫속,김치류,2013-03-26,127.07132,37.996326
에프앤지주식회사,냉동수산식품(어류),냉동수산식품,2013-03-21,128.23036,36.611668
에프앤지주식회사,냉동수산식품(연체류),냉동수산식품,2013-03-21,128.23036,36.611668
만물수산,냉동수산식품(어류),냉동수산식품,2013-03-26,129.217463,35.874381
태흥수산,냉동수산식품(어류),냉동수산식품,2013-03-26,128.972482,35.052744
태흥수산,냉동수산식품(연체류),냉동수산식품,2013-03-26,128.972482,35.052744
정인수산,냉동수산식품(어류),냉동수산식품,2013-03-26,128.952298,35.077008
정인수산,냉동수산식품(연체류),냉동수산식품,2013-03-26,128.952298,35.077008
동서유지㈜,야자유,식용유지류,2013-03-26,128.611121,35.246529
동서유지㈜,팜유류,식용유지류,2013-03-26,128.611121,35.246529
동서유지㈜,쇼트닝,식용유지류,2013-03-26,128.611121,35.246529
주식회사 태흥씨푸드,냉동수산식품(어류),냉동수산식품,2013-03-26,128.974786,35.104503
주식회사 태흥씨푸드,냉동수산식품(연체류),냉동수산식품,2013-03-26,128.974786,35.104503
신화수산,냉동수산식품(어류),냉동수산식품,2013-03-26,128.105125,34.931879
신화수산,냉동수산식품(연체류),냉동수산식품,2013-03-26,128.105125,34.931879
대덕수산,냉동수산식품(연체류),냉동수산식품,2013-03-26,128.051457,34.969956
울산원예농협배즙가공공장,과채주스,음료류,2013-03-28,129.215471,35.485511
울산원예농협배즙가공공장,잼류,잼류,2013-03-28,129.215471,35.485511
농업회사법인㈜그린비,배추김치,배추김치,2013-03-27,126.711755,36.827464
농업회사법인㈜그린비,기타김치,김치류,2013-03-27,126.711755,36.827464
농업회사법인㈜그린비,절임류,절임식품,2013-03-27,126.711755,36.827464
㈜삼양사 아산공장,기타가공품,규격외일반가공식품,2013-03-27,127.002443,36.790076
(유)여수바다로,냉동수산식품(어류),냉동수산식품,2013-03-29,127.656166,34.758201
㈜베베쿡,기타영유아식,특수용도식품,2013-04-01,127.739598,37.843738
초량식품,어묵,어묵,2013-04-02,129.039654,35.117421
청구푸드,즉석섭취식품,즉석섭취식품,2013-04-02,128.614252,35.846614
농업회사법인 더만나식품 주식회사,배추김치,배추김치,2013-04-05,127.188255,38.024581
농업회사법인주식회사대일,기타김치,김치류,2013-04-05,127.88845,37.315432
㈜인풍,냉동수산식품(어류),냉동수산식품,2013-04-03,128.997966,35.088566
㈜인풍,냉동수산식품(연체류),냉동수산식품,2013-04-03,128.997966,35.088566
㈜에이치씨바이오텍,액상차,다류,2013-04-02,126.989815,34.655516
㈜에이치씨바이오텍,기타가공품(환),규격외일반가공식품,2013-04-02,126.989815,34.655516
㈜태종에프디,냉동식품(면류),냉동식품,2013-04-03,127.30324,37.241364
매일유업㈜광주공장,두유,음료류,2013-04-03,126.793672,35.139557
㈜유미식품,배추김치,배추김치,2013-04-05,127.229082,37.751428
사회복지법인아그네스복지재단행복주식회사,기타김치,김치류,2013-04-04,128.445559,35.135385
사회복지법인아그네스복지재단행복주식회사,절임배추,절임식품,2013-04-04,128.445559,35.135385
㈜신광식품,레토르트식품(즉석조리식품),레토르트식품,2013-04-05,128.889428,35.228588
㈜신광식품,레토르트식품(기타가공품),레토르트식품,2013-04-05,128.889428,35.228588
㈜신광식품,레토르트식품(서류가공품),레토르트식품,2013-04-05,128.889428,35.228588
㈜신광식품,준초콜릿(초코시럽),초콜릿류,2013-04-05,128.889428,35.228588
㈜신광식품,당류가공품,규격외일반가공식품,2013-04-05,128.889428,35.228588
㈜신광식품,기타잼류,잼류,2013-04-05,128.889428,35.228588
해맞이식품(HEMAJI FOOD),조미김,기타식품류,2013-04-01,126.550628,36.151474
해맞이식품(HEMAJI FOOD),수산물가공품,규격외일반가공식품(수산물가공품),2013-04-01,126.550628,36.151474
농업회사법인 주식회사 동촌에프에스,배추김치,배추김치,2013-04-02,127.926957,37.033588
농업회사법인 주식회사 동촌에프에스,기타김치,김치류,2013-04-02,127.926957,37.033588
㈜푸른촌,두부,두부류 또는 묵류,2013-04-04,128.165456,37.147706
진성푸드,레토르트식품(즉석조리식품),레토르트식품,2013-04-08,129.023359,35.159177
㈜초원식품,레토르트식품(즉석조리식품),레토르트식품,2013-04-08,126.715648,37.615271
㈜엘케이푸드,빵류(호떡),빵류,2013-04-08,126.675987,37.545374
지리산맑은물춘향골영농조합법인,묵류,두부류 또는 묵류,2013-04-10,127.448772,35.391996
화경물산㈜,소스류,조미식품,2013-04-11,127.112653,36.992283
보령식품영어조합법인,액젓,젓갈류,2013-04-10,126.495674,36.391888
주식회사 미엘,초콜릿가공품,초콜릿류,2013-04-11,127.355466,36.593602
주식회사 미엘,캔디류,캔디류,2013-04-11,127.355466,36.593602
상미식품주식회사,과채가공품,기타식품류,2013-04-11,127.113661,36.815008
상미식품주식회사,기타가공품,규격외일반가공식품,2013-04-11,127.113661,36.815008
상미식품주식회사,청국장,장류,2013-04-11,127.113661,36.815008
해바라기식품,만두류,냉동식품,2013-04-12,128.681796,35.879499
농업회사법인주식회사나물사랑,기타가공품,규격외일반가공식품,2013-04-13,126.730786,35.074439
미성영어조합법인,냉동수산식품(어류),냉동수산식품,2013-04-13,126.464621,35.345093
㈜농업법인쿱도우,냉동식품(만두류),냉동식품,2013-04-15,127.462817,35.202566
영농조합법인완주봉상생강조합,당절임,절임식품,2013-04-17,127.161622,35.904737
㈜참든건강과학 농업회사법인,액상차,다류,2013-03-26,126.822894,35.223266
㈜참든건강과학 농업회사법인,인삼홍삼음료,음료류,2013-03-26,126.822894,35.223266
㈜푸른정 식품,즉석섭취식품,즉석섭취식품,2013-03-26,126.701804,34.326229
㈜원일식품,소스류,조미식품,2013-04-16,127.435452,36.85537
㈜청양식품,고춧가루,조미식품,2013-04-17,127.621082,36.278425
㈜대두식품,빵류,빵류,2013-04-18,126.883696,36.009437
㈜대두식품,떡류,떡류,2013-04-18,126.883696,36.009437
㈜나래식품,배추김치,배추김치,2013-04-15,127.770649,34.688324
㈜나래식품,기타김치,김치류,2013-04-15,127.770649,34.688324
㈜나래식품,절임류,절임식품,2013-04-15,127.770649,34.688324
㈜닥터페퍼,고춧가루,조미식품,2013-04-18,126.940732,35.664878
㈜다솔면,냉동식품[면류(국수)],냉동식품,2013-04-19,127.94384,35.079715
착한오징어㈜,냉동수산식품(연체류),냉동수산식품,2013-04-19,128.058295,34.92972
합천수산,냉동수산식품(어류),냉동수산식품,2013-04-19,129.025573,35.082838
합천수산,냉동수산식품(조미가공품),냉동수산식품,2013-04-19,129.025573,35.082838
새벽팜 1공장,배추김치,배추김치,2013-04-19,126.784836,35.301822
새벽팜 1공장,기타김치,김치류,2013-04-19,126.784836,35.301822
새벽팜 1공장,절임류(식염절임),절임식품,2013-04-19,126.784836,35.301822
㈜새암푸드먼트,과채음료,음료류,2013-04-20,126.53631,35.29449
㈜한국지네틱팜,음료베이스,음료류,2013-04-23,126.908213,38.014062
종로복떡방,떡류,떡류,2013-04-22,126.898395,37.681217
화천쌀가공협회,떡류,떡류,2013-04-25,127.708213,38.106092
㈜봄내,기타김치,김치류,2013-04-25,127.662904,38.052804
리치코리아 유한회사,식물성크림,기타식품류,2013-04-26,128.431478,35.774645
면다운종합식품,냉동식품(면류),냉동식품,2013-04-25,127.206429,37.340704
대상㈜거창공장,고춧가루,조미식품,2013-04-26,128.026889,35.686506
㈜원정푸드,배추김치,배추김치,2013-04-26,129.098748,35.244454
㈜원정푸드,기타김치,김치류,2013-04-26,129.098748,35.244454
㈜창일엔터프라이즈,냉동수산식품(조미가공품),냉동수산식품,2013-04-29,127.139072,37.617913
㈜다담은,냉동수산식품(조미가공품),냉동수산식품,2013-04-24,127.786601,36.815281
㈜다담은,냉동수산식품(어류),냉동수산식품,2013-04-24,127.786601,36.815281
농업회사법인 은강비젼프라임㈜,절임류,절임식품,2013-04-24,127.021246,36.921835
주현푸드,냉동수산식품(조미가공품),냉동수산식품,2013-03-26,127.434993,37.272181
㈜대정수산,냉동수산식품(어류),냉동수산식품,2013-04-01,126.780467,37.526686
㈜대정수산,냉동수산식품(연체류),냉동수산식품,2013-04-01,126.780467,37.526686
㈜마음들,냉동수산식품(어류),냉동수산식품,2013-04-01,126.780467,37.526686
㈜마음들,냉동수산식품(연체류),냉동수산식품,2013-04-01,126.780467,37.526686
농업회사법인한만두식품,냉동식품(만두류),냉동식품,2013-04-18,127.004925,37.842372
㈜우양 청송공장,비가열음료(과채주스),비가열음료,2013-04-05,129.019979,36.282228
(유)삼각에프엠씨 웰빙랜드,과채주스(레토르트식품),레토르트식품,2013-04-30,127.098742,36.187163
㈜동림식품,과채가공품(복숭아통조림),기타식품류,2013-04-30,128.492809,35.476114
㈜동림식품,"수산물가공품(꽁치, 고등어 통조림)",규격외일반가공식품(수산물가공품),2013-04-30,128.492809,35.476114
남영제약영농조합식품사업부,액상차,다류,2013-05-01,127.642743,35.984203
남영제약영농조합식품사업부,기타가공품,규격외일반가공식품,2013-05-01,127.642743,35.984203
청송농협청결고추가공공장,고춧가루,조미식품,2013-05-02,129.040614,36.502855
광신식품,냉동면류(냉면),냉동식품,2013-05-03,128.98569,35.178374
광신식품,냉동면류(국수),냉동식품,2013-05-03,128.98569,35.178374
명가네식품,배추김치,배추김치,2013-05-03,129.031435,35.165112
명가네식품,기타김치,김치류,2013-05-03,129.031435,35.165112
하이원베이커리,빵류,빵류,2013-05-03,128.638859,37.208421
농업회사법인주식회사땅끝홈밀,배추김치,배추김치,2013-05-02,126.559089,34.548849
장흥군수산업협동조합,냉동수산식품(연체류),냉동수산식품,2013-05-02,126.935558,34.478907
천일제면공업사,냉동식품[면류(냉면)],냉동식품,2013-05-03,127.03778,35.879951
천일제면공업사,냉동식품[면류(기타면류)],냉동식품,2013-05-03,127.03778,35.879951
㈜대림유통,냉동수산식품(어류),냉동수산식품,2013-05-03,127.112598,35.865295
㈜대림유통,냉동수산식품(연체류),냉동수산식품,2013-05-03,127.112598,35.865295
미주통상,냉동수산식품(조미가공품),냉동수산식품,2013-05-06,126.884566,37.468525
농업회사법인 (유)효림원,냉동식품[면류(숙면)],냉동식품,2013-05-04,127.390423,35.416414
농업회사법인 (유)효림원,숙면,면류,2013-05-04,127.390423,35.416414
영주식품,냉동식품(만두류),냉동식품,2013-05-07,127.518126,37.327426
㈜엔엘푸드,절임류(오이피클),절임식품,2013-05-07,127.505129,37.106373
상경물산,냉동수산식품(연체류),냉동수산식품,2013-05-07,128.344364,36.124122
㈜썬레이크푸드,액상차,다류,2013-05-07,128.186769,36.586528
매일식품,냉동면류(국수),냉동식품,2013-05-08,126.899404,35.201857
주식회사 예당절병,떡류,떡류,2013-05-08,127.136569,37.529673
㈜삼광식품,액상차,다류,2013-05-01,127.435452,36.85537
㈜삼광식품,잼,잼류,2013-05-01,127.435452,36.85537
㈜삼광식품,음료베이스,음료류,2013-05-01,127.435452,36.85537
㈜삼광식품,캔디류,캔디류,2013-05-01,127.435452,36.85537
㈜삼광식품,준초콜릿,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,밀크초콜릿,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,초콜릿,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,초콜릿가공품,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,화이트초콜릿,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,스위트초콜릿,초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,기타 코코아가공품,코코아가공품류 또는 초콜릿류,2013-05-01,127.435452,36.85537
㈜삼광식품,땅콩버터,땅콩 또는 견과류가공품,2013-05-01,127.435452,36.85537
㈜삼광식품,당류가공품,규격외일반가공식품,2013-05-01,127.435452,36.85537
㈜삼광식품,식물성크림,기타식품류,2013-05-01,127.435452,36.85537
㈜용가마식품,즉석조리식품(순대류),순대,2013-05-03,127.488922,36.642472
태원식품산업㈜,소스류,조미식품,2013-05-09,126.830843,37.32191
태원식품산업㈜,드레싱,드레싱류,2013-05-09,126.830843,37.32191
태원식품산업㈜,서류가공품,규격외일반가공식품,2013-05-09,126.830843,37.32191
㈜경맥,냉동수산식품(어류),냉동수산식품,2013-05-09,128.973584,35.069826
㈜경맥,냉동수산식품(연체류),냉동수산식품,2013-05-09,128.973584,35.069826
㈜현진해양,냉동수산식품(어류),냉동수산식품,2013-05-08,126.78049,37.517577
해정수산 주식회사,기타 건포류,건포류,2013-05-08,126.802797,37.380063
㈜왕성수산,냉동수산식품(어류),냉동수산식품,2013-05-13,127.214202,37.253061
㈜왕성수산,냉동수산식품(조미가공품),냉동수산식품,2013-05-13,127.214202,37.253061
사랑손식품,냉동면류(냉면),냉동식품,2013-05-15,126.908661,35.189619
사랑손식품,냉동면류(기타면류),냉동식품,2013-05-15,126.908661,35.189619
성풍물산㈜,냉동수산식품(어류),냉동수산식품,2013-05-16,128.437303,34.840098
웅진식품㈜,커피(레토르트식품),레토르트식품,2013-05-07,127.119019,36.446589
㈜썬엘 벌곡(상)휴게소,식품접객업소(일반음식점)의 조리?제조식품,식품접객업,2013-05-08,127.270508,36.210495
㈜선명농수산,땅콩 또는 견과류 가공품,기타식품류,2013-05-13,127.520743,36.927766
㈜참선진녹즙,액상차,다류,2013-05-15,127.425779,36.797739
㈜참선진녹즙,과채주스,음료류,2013-05-15,127.425779,36.797739
㈜참선진녹즙,과채음료,음료류,2013-05-15,127.425779,36.797739
㈜참선진녹즙,혼합음료,음료류,2013-05-15,127.425779,36.797739
㈜참선진녹즙,인삼홍삼음료,음료류,2013-05-15,127.425779,36.797739
일미식품주식회사,배추김치,배추김치,2013-05-16,127.63721,37.298249
㈜명성식품,서류가공품(살균제품),규격외일반가공식품,2013-05-20,127.200368,37.894985
태성종합식품,냉동식품(냉면),냉동식품,2013-05-16,126.774921,36.726709
두바리,냉동식품(냉면),냉동식품,2013-05-21,129.069855,35.197085
농업회사법인주식회사다경,배추김치,배추김치,2013-05-23,128.659229,35.315973
농업회사법인주식회사다경,기타김치,김치류,2013-05-23,128.659229,35.315973
㈜삼아씨에프,두류가공품,규격외일반가공식품,2013-05-21,127.525355,37.014728
㈜삼아씨에프,수산물가공품,규격외일반가공식품(수산물가공품),2013-05-21,127.525355,37.014728
㈜삼아씨에프,과채가공품,기타식품류,2013-05-21,127.525355,37.014728
㈜삼아씨에프,과채음료,음료류,2013-05-21,127.525355,37.014728
㈜삼아씨에프,견과류가공품,기타식품류,2013-05-21,127.525355,37.014728
㈜삼아씨에프,기타가공품,규격외일반가공식품,2013-05-21,127.525355,37.014728
삼천포수산물주식회사,냉동수산식품(어류),냉동수산식품,2013-05-22,128.108341,34.930172
삼천포수산물주식회사,냉동수산식품(연체류),냉동수산식품,2013-05-22,128.108341,34.930172
천일종합식품,냉동면류(냉면),냉동식품,2013-05-24,127.138124,35.83124
천일종합식품,냉동면류(국수),냉동식품,2013-05-24,127.138124,35.83124
천일종합식품,냉동면류(기타면류),냉동식품,2013-05-24,127.138124,35.83124
농산식품,냉동면류(냉면),냉동식품,2013-05-24,128.847635,35.084284
농산식품,냉동면류(국수),냉동식품,2013-05-24,128.847635,35.084284
농산식품,냉동면류(기타면류),냉동식품,2013-05-24,128.847635,35.084284
지보농협참기름가공공장,참기름,식용유지류,2013-05-27,128.386734,36.545456
지보농협참기름가공공장,들기름,식용유지류,2013-05-27,128.386734,36.545456
농업회사법인 주식회사 푸드업,신선편의식품,기타식품류(즉석섭취편의식품류),2013-05-27,128.981514,35.209938
㈜인하푸드,냉동수산식품(어류),냉동수산식품,2013-05-24,126.814024,37.183618
㈜인하푸드,냉동수산식품(연체류),냉동수산식품,2013-05-24,126.814024,37.183618
㈜대주푸드,냉동수산식품(어류),냉동수산식품,2013-05-24,126.814024,37.183618
㈜대주푸드,냉동수산식품(연체류),냉동수산식품,2013-05-24,126.814024,37.183618
조은김치,배추김치,배추김치,2013-05-28,129.066972,35.152086
주식회사 삼육수산,조미김,기타식품류,2013-05-29,126.595644,36.445761
주식회사 삼육수산,수산물가공품,규격외일반가공식품(수산물가공품),2013-05-29,126.595644,36.445761
씨케이글로벌㈜,냉동수산식품(조미가공품),냉동수산식품,2013-05-28,128.952549,35.075915
부산제면,냉동식품[면류(냉면)],냉동식품,2013-05-28,129.084786,35.176166
부산제면,냉동식품[면류(국수)],냉동식품,2013-05-28,129.084786,35.176166
황수연전통식품 영농조합법인,된장,장류,2013-05-29,127.054895,35.993207
참맛푸드,냉동수산식품(조미가공품),냉동수산식품,2013-05-30,126.938426,37.559252
대가토박이김치,배추김치,배추김치,2013-06-03,128.868587,37.749794
대가토박이김치,기타김치,김치류,2013-06-03,128.868587,37.749794
대가토박이김치,절임류(절임배추),절임식품,2013-06-03,128.868587,37.749794
㈜네이처텍,건강기능식품(비타민C 제품),건강기능식품,2013-06-03,127.514962,36.840906
농업회사법인주식회사 청정인삼,홍삼음료,음료류,2013-06-03,127.449209,36.100414
㈜해담촌,기타김치,김치류,2013-06-01,126.932741,35.166001
골드물산,조미김,기타식품류,2013-06-04,127.191006,37.501981
나리푸드,냉동수산식품(어류),냉동수산식품,2013-06-04,127.220713,37.531772
나리푸드,냉동수산식품(연체류),냉동수산식품,2013-06-04,127.220713,37.531772
㈜현대그린푸드 경인센터,천연향신료,조미식품,2013-06-04,127.339663,37.315526
인덕식품,떡류,떡류,2013-06-04,128.919067,35.225725
주식회사 맘이맘,냉동식품(만두류),냉동식품,2013-06-04,126.700999,37.728618
농업회사법인㈜가미원,배추김치,배추김치,2013-06-06,126.333522,33.420096
서부농산영농조합법인,기타김치,김치류,2013-06-05,127.644106,36.830459
서부농산영농조합법인,김칫속,김치류,2013-06-05,127.644106,36.830459
서부농산영농조합법인,절임류,절임식품,2013-06-05,127.644106,36.830459
㈜제이케이푸드,조미김,기타식품류,2013-06-05,127.219848,37.394029
주식회사 한성푸드시스템,냉동수산식품(어류),냉동수산식품,2013-06-07,126.617726,37.488041
주식회사 한성푸드시스템,수산물가공품,규격외일반가공식품(수산물가공품),2013-06-07,126.617726,37.488041
믿음식품,배추김치,배추김치,2013-06-07,126.707972,37.410367
믿음식품,기타김치,김치류,2013-06-07,126.707972,37.410367
현미원,발효식초,조미식품,2013-06-08,126.84354,35.607319
청정종합식품,냉동식품(면류/냉면),냉동식품,2013-06-10,128.483285,35.792862
주식회사 신한에프앤비(F&B),조미건어포류,건포류,2013-06-10,127.44547,37.405512
㈜현대그린푸드영남센터,냉동수산식품(어류),냉동수산식품,2013-06-10,128.740105,35.471498
㈜현대그린푸드영남센터,냉동수산식품(연체류),냉동수산식품,2013-06-10,128.740105,35.471498
진솔식품,냉동식품(면류),냉동식품,2013-06-11,126.765635,37.42084
영농조합법인 춘향식품,배추김치,배추김치,2013-06-11,127.342853,35.371898
영농조합법인 춘향식품,기타김치,김치류,2013-06-11,127.342853,35.371898
㈜궁전방,떡류,떡류,2013-06-11,128.467595,35.679021
㈜엄지식품,즉석조리식품(순대),순대,2013-06-12,126.786107,37.509534
일월식품,냉동식품(면류),냉동식품,2013-06-13,126.641219,37.461409
㈜정직한사람들,냉동식품(만두류),냉동식품,2013-06-13,126.831409,37.243757
농업회사법인 예산농산주식회사,잼,잼류,2013-06-13,126.84878,36.682731
수협광주공판장 가공사업소,냉동수산식품(어류),냉동수산식품,2013-06-12,126.860423,35.115027
수협광주공판장 가공사업소,냉동수산식품(연체류),냉동수산식품,2013-06-12,126.860423,35.115027
유한회사 내고향시푸드,장류절임,절임식품,2013-06-12,126.772043,35.982741
유한회사 내고향시푸드,소스류,조미식품,2013-06-12,126.772043,35.982741
새남해농협 식품가공공장,액상차,다류,2013-06-14,127.875577,34.891718
새남해농협 식품가공공장,향신료조제품(다진마늘),조미식품,2013-06-14,127.875577,34.891718
㈜한일식품,절임류,절임식품,2013-06-14,128.184719,35.259577
태웅물산,냉동수산식품(어류),냉동수산식품,2013-06-18,127.755217,34.79175
태웅물산,냉동수산식품(연체류),냉동수산식품,2013-06-18,127.755217,34.79175
경천식품㈜,조미김,기타식품류,2013-06-18,127.435452,36.85537
텔푸드,식육함유가공품,식육 또는 알가공품,2013-06-18,127.216385,37.635977
유성물산교역㈜고성공장,기타가공품(식용번데기통조림),규격외일반가공식품,2013-06-20,128.353601,34.96444
유성물산교역㈜고성공장,과채가공품(복숭아통조림),기타식품류,2013-06-20,128.353601,34.96444
재인영농조합법인,배추김치,배추김치,2013-06-20,126.176282,34.717998
해송식품,조미김,기타식품류,2013-06-21,126.823759,35.015074
근해통발수산업협동조합산지가공공장,냉동수산식품(어류),냉동수산식품,2013-06-24,128.433081,34.854366
국제해양수산㈜,수산물가공품,규격외일반가공식품(수산물가공품),2013-06-26,127.127878,37.483115
㈜조은유통,냉동수산식품(조미가공품),냉동수산식품,2013-06-27,127.129606,37.594326
㈜조은유통,냉동수산식품(패류),규격외일반가공식품(수산물가공품),2013-06-27,127.129606,37.594326
㈜양지푸드,절임류,절임식품,2013-06-27,127.278597,37.217049
갑동골 푸드,냉동식품(기타면류),냉동식품,2013-06-28,127.336887,36.360975
삼육식품,레토르트식품(기타가공식품),레토르트식품,2013-06-28,127.270609,36.086815
㈜해마,액상차(살균제품),다류,2013-07-01,128.99553,37.109002
㈜맛찬들백미식품,냉동식품[면류(냉면)],냉동식품,2013-07-03,127.144233,37.841097
평원식품,즉석조리식품(순대),순대,2013-07-03,126.697451,37.727822
태양식품,레토르트식품,레토르트식품,2013-07-02,126.715648,37.615271
태양식품,즉석조리식품,기타식품류(즉석섭취편의식품류),2013-07-02,126.715648,37.615271
주식회사 조흥,식물성크림,기타식품류,2013-07-03,126.74003,37.326645
주식회사 조흥,"기타가공품(빵크림, 슈레드치즈)",규격외일반가공식품,2013-07-03,126.740516,37.32729
㈜아라식품,냉동수산식품(어류),냉동수산식품,2013-07-04,127.751696,34.788831
라이거통상㈜,냉동수산식품(조미가공품),냉동수산식품,2013-07-02,127.065597,37.085666
㈜디엔에스,냉동수산식품(어류),냉동수산식품,2013-07-05,127.194584,37.500492
㈜디엔에스,냉동수산식품(연체류),냉동수산식품,2013-07-05,127.194584,37.500492
㈜삼양사 울산2공장,"포도당(액상, 분말?결정)",포도당,2013-07-08,129.330113,35.543797
㈜삼양사 울산2공장,액상과당,과당,2013-07-08,129.330113,35.543797
㈜삼양사 울산2공장,물엿,엿류,2013-07-08,129.330113,35.543797
㈜삼양사 울산2공장,기타가공품,규격외일반가공식품,2013-07-08,129.330113,35.543797
농업회사법인 주식회사 한우물,곡류가공품,규격외일반가공식품,2013-07-05,126.993953,35.821648
농업회사법인 주식회사 한우물,즉석조리식품,기타식품류(즉석섭취편의식품류),2013-07-05,126.993953,35.821648
아이케이푸드,냉동식품(면류),냉동식품,2013-07-08,126.77367,37.523038
㈜오모가리에프앤비,즉석조리식품,기타식품류(즉석섭취편의식품류),2013-07-08,126.675987,37.545374
은혜유통,냉동수산식품(어류),냉동수산식품,2013-07-04,126.714157,37.746404
은혜유통,냉동수산식품(연체류),냉동수산식품,2013-07-04,126.714157,37.746404
주안푸드,냉동수산식품(어류),냉동수산식품,2013-07-04,126.714157,37.746404
주안푸드,냉동수산식품(연체류),냉동수산식품,2013-07-04,126.714157,37.746404
㈜왕성수산,냉동수산식품(연체류),냉동수산식품,2013-07-05,127.214202,37.253061
㈜태광에프앤비,배추김치,배추김치,2013-07-04,128.965249,36.000347
㈜태광에프앤비,기타김치,김치류,2013-07-04,128.965249,36.000347
참바다영어조합법인,냉동수산식품(조미가공품),냉동수산식품,2013-07-08,126.701957,35.435781
주식회사제이원씨푸드,기타수산물가공품 중 냉동어류,냉동수산식품,2013-07-09,128.974786,35.104503
영어조합법인 서풍,냉동수산식품(연체류),냉동수산식품,2013-07-09,127.587633,34.707973
㈜서안,당면,면류,2013-07-11,126.640496,35.61085
둘레산 둘레강,배추김치,배추김치,2013-07-11,127.154705,35.52734
대호수산,냉동수산식품(어류),냉동수산식품,2013-07-11,128.061798,34.930476
대호수산,냉동수산식품(연체류),냉동수산식품,2013-07-11,128.061798,34.930476
농업회사법인 더만나식품 주식회사,기타김치,김치류,2013-07-10,127.188255,38.024581
엠플러스에프엔씨 주식회사,두부,두부류 또는 묵류,2013-07-12,127.939313,37.382268
당가장식품,냉동식품(만두류),냉동식품,2013-07-16,129.03785,35.172341
(유)아리울수산,냉동수산식품(어류),냉동수산식품,2013-07-13,126.788621,36.004423
영심푸드(갓돌이갓김치),배추김치,배추김치,2013-07-16,127.752109,34.716658
영심푸드(갓돌이갓김치),기타김치,김치류,2013-07-16,127.752109,34.716658
주식회사 다우림푸드,즉석조리식품(순대),순대,2013-07-16,126.833573,37.493884
대광제면,냉동식품[면류(냉면)],냉동식품,2013-07-17,126.729202,35.974743
농업회사법인 ㈜화촌엄마손,즉석조리식품(레토르트식품),레토르트식품,2013-07-18,127.400498,35.373333
㈜서원물산,냉동수산식품(어류),냉동수산식품,2013-07-19,128.985509,35.221597
㈜서원물산,냉동수산식품(연체류),냉동수산식품,2013-07-19,128.985509,35.221597
산촌마을농업회사법인,즉석조리식품(찰옥수수범벅),기타식품류(즉석섭취편의식품류),2013-07-19,127.888675,37.696825
산촌마을농업회사법인,떡류(수리취),떡류,2013-07-19,127.888675,37.696825
㈜청해진수산,조미김,기타식품류,2013-07-23,126.720737,34.369555
㈜썬레이크푸드,혼합음료,음료류,2013-07-24,128.186769,36.586528
㈜썬레이크푸드,인삼홍삼음료,음료류,2013-07-24,128.186769,36.586528
㈜썬레이크푸드,커피(액상커피),커피,2013-07-24,128.186769,36.586528
에덴수산식품㈜,"수산물가공품(냉장, 훈제연어)",규격외일반가공식품(수산물가공품),2013-07-26,126.725982,37.779391
㈜동화,빵류,빵류,2013-07-24,127.452404,36.65262
