Company,Item,Type,Certifivate,lng,lat
㈜사조대림,어묵,어묵,1999-04-06,126.756951,37.320724
롯데제과㈜(양산),빙과,빙과류,1999-12-18,129.037407,35.335043
씨제이제일제당㈜(인천1),만두류(냉동),냉동식품,1999-12-18,126.622787,37.442707
씨제이제일제당㈜(인천1),기타가공품,규격외일반가공식품,1999-12-18,126.622787,37.442707
롯데제과㈜(서울),빙과류,빙과류,1999-12-18,126.896252,37.52641
㈜동원F&B 성남공장,어묵,어묵,2000-01-29,127.137109,37.430641
㈜대한항공기내식사업본부,즉석섭취식품,즉석섭취식품,2000-11-20,126.814494,37.551891
이조케터링 서부지원,집단급식소 조리식품(위탁),집단급식소,2000-11-20,126.955643,37.549404
㈜청아냉동식품,만두류(냉동),냉동식품,2001-09-27,128.946085,35.930767
㈜동원F&B 창원공장,수산물가공품(통조림),규격외일반가공식품(수산물가공품),2002-01-21,128.681707,35.227962
태경농산㈜안성공장,소스류(가열제품에 한함),조미식품,2002-01-21,127.263887,36.979313
㈜한미양행,건강보조식품류(키토산),건강기능식품,2002-01-21,126.785403,37.87737
㈜동원F&B,만두류(냉동),냉동식품,2002-02-18,127.014777,36.899497
㈜동원F&B,기타가공품(냉동),규격외일반가공식품,2002-02-18,127.014777,36.899497
㈜비알코리아,빙과류,빙과류,2002-03-12,127.690467,36.940288
㈜현대그린푸드(현대백화점미아점),집단급식소 조리식품(위탁),집단급식소,2002-03-12,127.028743,37.608406
대상㈜,고추장,장류,2002-05-21,127.14551,35.358468
대상㈜,된장,장류,2002-05-21,127.14551,35.358468
대상㈜,양조간장,장류,2002-05-21,127.14551,35.358468
대상㈜,혼합장,장류,2002-05-21,127.14551,35.358468
대상㈜,한식간장,장류,2002-05-21,127.14551,35.358468
샘표식품㈜ 이천공장,혼합간장,장류,2002-05-21,127.393191,37.212248
샘표식품㈜ 이천공장,양조간장,장류,2002-05-21,127.393191,37.212248
롯데칠성음료㈜ 대전공장,과채주스,음료류,2002-05-21,127.415617,36.346732
롯데칠성음료㈜ 대전공장,과채음료,음료류,2002-05-21,127.415617,36.346732
롯데칠성음료㈜ 대전공장,탄산음료,음료류,2002-05-21,127.415617,36.346732
롯데칠성음료㈜ 대전공장,혼합음료,음료류,2002-05-21,127.415617,36.346732
롯데칠성음료㈜ 대전공장,커피,커피,2002-05-21,127.415617,36.346732
롯데칠성음료㈜ 대전공장,액상차,다류,2002-05-21,127.415617,36.346732
롯데칠성음료㈜(양산),과채주스,음료류,2002-05-21,129.044708,35.363066
롯데칠성음료㈜(양산),과채음료,음료류,2002-05-21,129.044708,35.363066
롯데칠성음료㈜(양산),탄산음료,음료류,2002-05-21,129.044708,35.363066
롯데칠성음료㈜(양산),혼합음료,음료류,2002-05-21,129.044708,35.363066
롯데칠성음료㈜(양산),커피(액상커피),커피,2002-05-21,129.044708,35.363066
롯데칠성음료㈜오포공장,과채주스,음료류,2002-05-21,127.251843,37.374745
롯데칠성음료㈜오포공장,과채음료,음료류,2002-05-21,127.251843,37.374745
롯데칠성음료㈜오포공장,탄산음료,음료류,2002-05-21,127.251843,37.374745
롯데칠성음료㈜오포공장,혼합음료,음료류,2002-05-21,127.251843,37.374745
샘표식품㈜ 영동공장,고추장,장류,2002-05-21,127.78228,36.271337
샘표식품㈜ 영동공장,된장,장류,2002-05-21,127.78228,36.271337
㈜아모레퍼시픽,침출차,다류,2002-08-10,127.440424,36.986846
㈜아모레퍼시픽,고형차,다류,2002-08-10,127.440424,36.986846
㈜풀무원녹즙,과채주스(비가열음료),비가열음료,2002-09-18,127.618945,36.831318
㈜대한항공기내식기판사업본부,즉석섭취식품,즉석섭취식품,2002-09-18,126.447706,37.481226
씨제이제일제당㈜(논산),고추장,장류,2002-11-08,127.098742,36.187163
씨제이제일제당㈜(논산),혼합장,장류,2002-11-08,127.098742,36.187163
동서식품㈜(인천1),커피,커피,2003-01-11,126.714489,37.522012
동서식품㈜(인천2),식물성크림,기타식품류,2003-01-11,126.716916,37.52294
샘표식품㈜ 영동공장,혼합장,장류,2003-03-12,127.78228,36.271337
대상㈜ 천안공장,소스류,조미식품,2003-03-12,127.113661,36.815008
㈜푸르온,냉동식품(만두류),냉동식품,2003-04-02,127.101362,36.730892
㈜현대그린푸드 현대백화점목동점,집단급식소 조리식품(위탁),집단급식소,2003-04-02,126.874893,37.527064
㈜대원물산,냉동수산식품(어류),냉동수산식품,2003-04-10,127.131101,37.223628
㈜대원물산,냉동수산식품(연체류),냉동수산식품,2003-04-10,127.131101,37.223628
㈜남부식품,어묵,어묵,2003-05-06,128.064242,35.003466
동원홈푸드 동원F&B창원,집단급식소 조리식품,집단급식소,2003-06-09,128.635142,35.219913
한성식품,어묵,어묵,2003-06-16,126.723224,36.802347
㈜취영루,냉동식품(만두류),냉동식품,2003-07-30,126.779958,37.760141
동서유지㈜,가공유지,식용유지류,2003-08-18,128.611121,35.246529
대상㈜ 기흥공장,복합조미식품,조미식품,2003-09-03,127.177877,37.241046
한일후드㈜,냉동식품(만두류),냉동식품,2003-10-15,127.811684,36.327996
매일유업㈜ 영동공장,커피,커피,2003-11-27,127.783425,36.175011
농업회사법인 ㈜오설록농장 월출산공장,침출차(녹차),다류,2003-12-18,126.706108,34.740869
농업회사법인 ㈜오설록농장 돌송이공장,침출차(녹차),다류,2003-12-18,126.482843,33.272738
농업회사법인 ㈜오설록농장 서광공장,침출차(녹차),다류,2003-12-18,126.292215,33.305264
농업회사법인 ㈜오설록농장 한남공장,침출차(녹차),다류,2003-12-18,126.679515,33.316547
삼양냉동 주식회사,냉동식품(만두류),냉동식품,2003-12-26,127.292362,36.592892
동해수산,냉동수산식품(어류),냉동수산식품,2004-01-30,127.110032,37.512004
동해수산,냉동수산식품(연체류),냉동수산식품,2004-01-30,127.110032,37.512004
㈜동화수산,냉동수산식품(어류),냉동수산식품,2004-03-15,126.813481,37.408508
㈜동화수산,냉동수산식품(연체류),냉동수산식품,2004-03-15,126.813481,37.408508
㈜동화오션,냉동수산식품(어류),냉동수산식품,2004-04-26,126.675262,37.470509
㈜동화오션,냉동수산식품(연체류),냉동수산식품,2004-04-26,126.675262,37.470509
대상㈜횡성공장,김치(배추김치),배추김치,2004-04-30,127.984878,37.491874
대상㈜횡성공장,김치(기타김치),김치류,2004-04-30,127.984878,37.491874
대상㈜횡성공장,김칫속,김치류,2004-04-30,127.984878,37.491874
대상㈜횡성공장,절임식품,절임류,2004-04-30,127.984878,37.491874
㈜동원F&B 진천공장,배추김치,배추김치,2004-05-10,127.439946,36.987718
㈜동원F&B 진천공장,기타김치,김치류,2004-05-10,127.439946,36.987718
㈜현대그린푸드현대백화점 중동점,집단급식소 조리식품(위탁),집단급식소,2004-05-21,126.76175,37.504362
대상㈜거창공장,김치(배추김치),배추김치,2004-06-14,127.909566,35.686719
대상㈜거창공장,김치(기타김치),김치류,2004-06-14,127.909566,35.686719
현대약품㈜,혼합음료,음료류,2004-07-16,128.181593,35.576631
현대약품㈜,탄산음료,음료류,2004-07-16,128.181593,35.576631
현대약품㈜,과채음료,음료류,2004-07-16,128.181593,35.576631
태진수산㈜,냉동수산식품(어류),냉동수산식품,2004-09-01,127.094677,37.261732
태진수산㈜,냉동수산식품(연체류),냉동수산식품,2004-09-01,127.094677,37.261732
씨제이푸드빌주식회사(음성),빵류,빵류,2004-09-03,127.457977,36.982872
씨제이제일제당주식회사(부산),즉석조리식품,기타식품류,2004-10-04,128.974786,35.104503
삼육식품,혼합음료,음료류,2004-10-11,127.113661,36.815008
씨제이제일제당㈜(논산),소스류(자사소진제품 제외),조미식품,2004-11-10,127.098742,36.187163
㈜농심(구미),유탕면류,유탕면류,2004-12-20,128.378695,36.108553
㈜녹채원,냉동수산식품(어류),냉동수산식품,2005-01-10,128.857882,35.09319
㈜코주부 씨앤에프,어묵,어묵,2005-04-18,127.391927,37.30921
주식회사 푸드웨어,만두류(냉동),냉동식품,2005-05-27,126.923532,35.821218
국제해양수산㈜,냉동수산식품(어류),냉동수산식품,2005-06-22,127.127878,37.483115
국제해양수산㈜,냉동수산식품(연체류),냉동수산식품,2005-06-22,127.127878,37.483115
부경수산㈜,냉동수산식품(어류),냉동수산식품,2005-06-27,128.974768,35.079056
부경수산㈜,냉동수산식품(연체류),냉동수산식품,2005-06-27,128.974768,35.079056
한성수산식품㈜,양념젓갈,젓갈류,2005-07-15,129.343121,36.018881
㈜엄지식품,만두류(냉동),냉동식품,2005-07-18,126.918338,35.770907
풀무원건강생활㈜,생식함유제품,기타식품류,2005-08-05,127.618945,36.831318
㈜한려엔쵸비,냉동수산식품(어류),냉동수산식품,2005-09-06,128.989534,35.07598
㈜한려엔쵸비,냉동수산식품(연체류),냉동수산식품,2005-09-06,128.989534,35.07598
㈜바다마을,냉동수산식품(어류),냉동수산식품,2005-09-27,128.583465,35.900892
㈜바다마을,냉동수산식품(연체류),냉동수산식품,2005-09-27,128.583465,35.900892
동심코칠리,고춧가루,조미식품,2005-11-28,128.661756,36.502494
주식회사 대양수산,냉동수산식품(어류),냉동수산식품,2005-11-30,126.990914,37.195718
주식회사 대양수산,냉동수산식품(연체류),냉동수산식품,2005-11-30,126.990914,37.195718
씨제이제일제당㈜ 남원공장,냉동식품[면류(국수)],냉동식품,2005-11-30,127.612605,35.456037
주식회사 피피이씨의령,두부,두부류 또는 묵류,2005-12-13,128.313086,35.460047
㈜제이에프,두부류,두부류 또는 묵류,2005-12-13,128.41151,35.943074
매일유업㈜ 평택공장,성장기용조제식,특수용도식품,2005-12-13,127.112653,36.992283
남양유업주식회사 세종공장,성장기용조제식,특수용도식품,2005-12-14,127.292362,36.592892
㈜샤니,빵류,빵류,2005-12-15,127.169134,37.433448
㈜지엠에프,냉동식품(만두류),냉동식품,2005-12-20,127.390423,35.416414
삼양냉동 주식회사,냉동수산식품(어류),냉동수산식품,2005-12-30,127.292362,36.592892
삼양냉동 주식회사,냉동수산식품(연체류),냉동수산식품,2005-12-30,127.292362,36.592892
삼양냉동 주식회사,기타가공품(냉동제품),규격외일반가공식품,2005-12-30,127.292362,36.592892
㈜신라명과,"빵류(파이, 냉동)",빵류,2005-12-30,128.473768,35.594315
㈜한성식품,배추김치,배추김치,2006-01-27,126.766322,37.503526
㈜한성식품,기타김치,김치류,2006-01-27,126.766322,37.503526
㈜동원홈푸드,냉동수산식품(어류),냉동수산식품,2006-02-13,127.15924,37.432035
㈜동원홈푸드,냉동수산식품(연체류),냉동수산식품,2006-02-13,127.15924,37.432035
롯데푸드㈜천안공장,빙과류,빙과류,2006-02-13,127.113661,36.815008
농업회사법인 주식회사 한울,배추김치,배추김치,2006-02-28,126.802258,36.459188
농업회사법인 주식회사 한울,기타김치,김치류,2006-02-28,126.802258,36.459188
㈜신세계푸드 천안공장,빵류,빵류,2006-02-28,127.113661,36.815008
청아띠농업회사법인㈜,고춧가루,조미식품,2006-03-15,128.57203,36.291356
주식회사 파이닉스 푸드,빙과류,빙과류,2006-03-20,126.811419,35.436386
괴산군조합공동사업법인,고춧가루,조미식품,2006-03-23,127.763471,36.777306
㈜만구,어묵,어묵,2006-03-27,128.064139,34.928013
음성청결고춧가루가공공장,고춧가루,조미식품,2006-03-27,127.733603,36.92309
그린씨푸드,냉동수산식품(어류),냉동수산식품,2006-04-03,128.974883,35.074873
그린씨푸드,냉동수산식품(연체류),냉동수산식품,2006-04-03,128.974883,35.074873
농업회사법인 풍미식품㈜,배추김치,배추김치,2006-04-14,127.028468,37.263343
농업회사법인 풍미식품㈜,기타김치,김치류,2006-04-14,127.028468,37.263343
㈜파리크라상,빵류,빵류,2006-04-25,127.168612,37.435688
㈜웰팜,과채음료,음료류,2006-05-03,127.690467,36.940288
㈜웰팜,과채주스,음료류,2006-05-03,127.690467,36.940288
㈜웰팜,농축과채즙,음료류,2006-05-03,127.690467,36.940288
㈜웰팜,혼합음료,음료류,2006-05-03,127.690467,36.940288
㈜웰팜,액상차,다류,2006-05-03,127.690467,36.940288
㈜웰팜,인삼홍삼음료(가용성홍삼성분사용제품),음료류,2006-05-03,127.690467,36.940288
오뚜기냉동식품 주식회사(파주),만두류(냉동),냉동식품,2006-06-19,126.824929,37.832767
㈜풀그린,만두류(냉동),냉동식품,2006-06-19,127.767447,36.468765
㈜농심(안성),복합조미식품(분말스프류),조미식품,2006-06-19,127.251626,37.016643
씨제이제일제당㈜(음성1),배추김치,배추김치,2006-06-21,127.570908,36.987435
씨제이제일제당㈜(음성1),기타김치,김치류,2006-06-21,127.570908,36.987435
주식회사 오뚜기(안양),"즉석조리식품(레토르트식품, 카레, 소스)",레토르트식품,2006-07-06,126.956908,37.394237
롯데제과㈜(대전),빙과류,빙과류,2006-07-06,127.415617,36.346732
㈜삼다,냉동수산식품(어류),냉동수산식품,2006-07-06,126.24347,33.35983
㈜효원,배추김치,배추김치,2006-07-18,127.497547,36.902888
㈜효원,기타김치,김치류,2006-07-18,127.497547,36.902888
동그린주식회사,빙과류,빙과류,2006-07-20,128.960419,37.716203
농업회사법인 (유) 일품김치,배추김치,배추김치,2006-07-24,127.150212,36.991936
농업회사법인 (유) 일품김치,기타김치,김치류,2006-07-24,127.150212,36.991936
천일식품㈜홍성공장,냉동식품[면류(국수)],냉동식품,2006-07-25,126.624576,36.526653
한성수산식품㈜,어묵,어묵,2006-07-31,129.343121,36.018881
해맑은 식품㈜,어묵,어묵,2006-08-01,128.956673,35.079804
나래식품주식회사,냉동식품(만두류),냉동식품,2006-08-07,127.289172,35.618216
주식회사 농업회사법인 연안식품,배추김치,배추김치,2006-08-18,126.779958,37.760141
주식회사 농업회사법인 연안식품,기타김치,김치류,2006-08-18,126.779958,37.760141
주식회사 농업회사법인 연안식품,절임류,절임식품,2006-08-18,126.779958,37.760141
태경농산㈜,과채가공품,기타식품류,2006-08-18,128.469325,35.734853
㈜웰리브케터링(대우조선해양㈜외업복지관식당),집단급식소 조리식품(위탁),집단급식소,2006-09-18,128.704806,34.872782
㈜동원농산교역,배추김치,배추김치,2006-09-25,126.967996,37.715292
㈜동원농산교역,기타김치,김치류,2006-09-25,126.967996,37.715292
씨제이제일제당㈜ 남원공장,냉동식품(만두류),냉동식품,2006-10-02,127.612605,35.456037
거제수협수산물종합가공공장,냉동수산식품(어류),냉동수산식품,2006-10-16,128.483077,34.887595
거제수협수산물종합가공공장,냉동수산식품(연체류),냉동수산식품,2006-10-16,128.483077,34.887595
거제수협수산물종합가공공장,냉동수산식품(갑각류),규격외일반가공식품(수산물가공품),2006-10-16,128.483077,34.887595
우일수산㈜,어묵,어묵,2006-10-16,126.691313,36.080231
참손푸드㈜,냉동수산식품(어류),냉동수산식품,2006-10-16,129.023906,35.097689
참손푸드㈜,냉동수산식품(연체류),냉동수산식품,2006-10-16,129.023906,35.097689
참손푸드㈜,기타수산물가공품(조미가공품),냉동수산식품,2006-10-16,129.023906,35.097689
씨제이씨푸드 주식회사(성남),어묵,어묵,2006-10-21,127.159507,37.430352
주식회사 오뚜기(평택),즉석조리식품(레토르트식품),레토르트식품,2006-10-21,127.112653,36.992283
㈜일성냉동,빙과류,빙과류,2006-10-24,128.9755,35.074201
㈜영피쉬,냉동수산식품(어류),냉동수산식품,2006-10-27,128.556302,35.886771
㈜영피쉬,냉동수산식품(연체류),냉동수산식품,2006-10-27,128.556302,35.886771
우영수산㈜,냉동수산식품(어류),냉동수산식품,2006-11-07,128.974786,35.104503
우영수산㈜,냉동수산식품(조미가공품),냉동수산식품,2006-11-07,128.974786,35.104503
㈜빙그레(논산),빙과류,빙과류,2006-11-13,127.148991,36.139151
㈜빙그레(남양주),빙과류,빙과류,2006-11-13,127.149287,37.615139
㈜빙그레(김해),빙과류,빙과류,2006-11-13,128.781535,35.290059
㈜청룡수산,냉동수산식품(어류),냉동수산식품,2006-11-13,126.647277,33.270642
해태제과식품㈜,빙과류,빙과류,2006-12-04,128.804663,35.902813
㈜사조오양금산공장,어묵,어묵,2006-12-04,127.487902,36.108805
경인북부수산업협동조합,냉동수산식품(어류),냉동수산식품,2006-12-11,126.572243,37.649599
경인북부수산업협동조합,냉동수산식품(연체류),냉동수산식품,2006-12-11,126.572243,37.649599
㈜롯데푸드 파스퇴르공장,성장기용조제식,특수용도식품,2006-12-11,127.984878,37.491874
㈜홍영식품,빙과류,빙과류,2006-12-15,127.440031,36.904055
오뚜기냉동식품㈜(포천),만두류(냉동),냉동식품,2006-12-18,127.219547,37.87148
동원산업㈜부산공장,기타수산물가공품(냉동어류),냉동수산식품,2006-12-20,129.023906,35.097689
우정공무원교육원,집단급식소 조리식품,집단급식소,2006-12-20,127.188273,36.813937
㈜호남샤니,잼류,잼류,2007-01-02,126.912084,35.174128
㈜호남샤니,기타잼류,잼류,2007-01-02,126.912084,35.174128
씨제이제일제당㈜(진천),두부,두부류 또는 묵류,2007-01-08,127.435452,36.85537
㈜한미양행,글루코사민함유제품,건강기능식품,2007-01-12,126.785968,37.877592
㈜푸드엔씨,냉동수산식품(어류),냉동수산식품,2007-01-15,129.012875,35.064222
㈜푸드엔씨,냉동수산식품(연체류),냉동수산식품,2007-01-15,129.012875,35.064222
씨제이프레시웨이㈜연세의료원(영양팀) 2층,집단급식소 조리식품(위탁),집단급식소,2007-01-18,126.939078,37.565133
한보제과㈜,빙과류,빙과류,2007-01-29,127.52422,37.221579
남양씨푸드 주식회사,냉동수산식품(어류),냉동수산식품,2007-01-29,127.178266,37.437395
남양씨푸드 주식회사,냉동수산식품(연체류),냉동수산식품,2007-01-29,127.178266,37.437395
㈜시아스,마요네즈,드레싱류,2007-02-15,127.488922,36.642472
㈜혜진수산,냉동수산식품(어류),냉동수산식품,2007-02-20,126.70702,37.516236
㈜혜진수산,냉동수산식품(연체류),냉동수산식품,2007-02-20,126.70702,37.516236
주식회사 에스피씨삼립,빵류,빵류,2007-02-20,126.802797,37.380063
㈜동원홈푸드,"레토르트식품(소스류, 기타영유아식, 즉석조리식품, 카레)",레토르트식품,2007-03-02,127.002443,36.790076
대상㈜오산공장,발효식초 (구:곡물식초),조미식품,2007-03-02,127.077494,37.149891
대상㈜오산공장,음료베이스,음료류,2007-03-02,127.077494,37.149891
㈜제주아침,두부,두부류 또는 묵류,2007-03-13,126.57254,33.516661
풀무원식품㈜,두부,두부류 또는 묵류,2007-03-20,127.456558,36.980217
한성기업㈜,기타가공품(냉동),규격외일반가공식품,2007-03-27,128.889428,35.228588
㈜수암,묵류,두부류 또는 묵류,2007-03-27,126.698744,36.890743
농업회사법인 한생 주식회사,고춧가루,조미식품,2007-03-30,126.72236,36.011963
㈜대림씨푸드,냉동수산식품(어류),냉동수산식품,2007-04-02,128.955256,35.076769
㈜대림씨푸드,냉동수산식품(연체류),냉동수산식품,2007-04-02,128.955256,35.076769
풀무원건강생활㈜,과채주스,음료류,2007-04-04,127.618945,36.831318
풀무원건강생활㈜,과채음료,음료류,2007-04-04,127.618945,36.831318
풀무원건강생활㈜,혼합음료,음료류,2007-04-04,127.618945,36.831318
풀무원건강생활㈜,액상차,다류,2007-04-04,127.618945,36.831318
풀무원건강생활㈜,알로에겔제품,건강기능식품,2007-04-04,127.618945,36.831318
㈜풀잎라인,두부,두부류 또는 묵류,2007-04-09,128.190905,37.132628
㈜조은푸드텍,과채가공품류,기타식품류,2007-04-09,127.274791,36.70886
㈜조은푸드텍,기타가공품,규격외일반가공식품,2007-04-09,127.274791,36.70886
㈜사조오양 임실공장,만두류(냉동),냉동식품,2007-04-13,127.271127,35.661589
서안동농협풍산김치공장(2),배추김치,배추김치,2007-04-21,128.72962,36.568409
서안동농협풍산김치공장(2),기타김치,김치류,2007-04-21,128.72962,36.568409
㈜현대그린푸드 경인센터,냉동수산식품(어류),냉동수산식품,2007-04-21,127.339663,37.315526
농업회사법인주식회사대가식품,배추김치,배추김치,2007-04-21,128.473741,37.202781
농업회사법인주식회사대가식품,기타김치,김치류,2007-04-21,128.473741,37.202781
㈜국보수산,냉동수산식품(어류),냉동수산식품,2007-04-21,127.753027,34.789672
㈜국보수산,냉동수산식품(연체류),냉동수산식품,2007-04-21,127.753027,34.789672
농업회사법인 김채주식회사,절임식품,절임류,2007-04-21,127.853516,37.329217
성진수산㈜,어묵,어묵,2007-04-30,129.011681,35.062528
농업회사법인 늘만나식품㈜,배추김치,배추김치,2007-04-30,127.253337,36.728265
농업회사법인 늘만나식품㈜,기타김치,김치류,2007-04-30,127.253337,36.728265
사조씨푸드㈜익산공장,조미김,기타식품류,2007-04-30,127.007534,35.945724
㈜헤아림,냉동수산식품(어류),냉동수산식품,2007-05-01,127.237327,37.288437
㈜헤아림,냉동수산식품(연체류),냉동수산식품,2007-05-01,127.237327,37.288437
일월푸디스,묵류(포장묵에 한함),두부류 또는 묵류,2007-05-08,128.789203,36.546545
㈜청해식품,배추김치,배추김치,2007-05-11,128.659622,34.937283
㈜청해식품,기타김치,김치류,2007-05-11,128.659622,34.937283
천일식품㈜,기타가공품(냉동),규격외일반가공식품,2007-05-11,126.687531,37.398527
㈜도들샘,배추김치,배추김치,2007-05-28,128.741271,35.825078
㈜도들샘,기타김치,김치류,2007-05-28,128.741271,35.825078
㈜조은유통,냉동수산식품(어류),냉동수산식품,2007-05-28,127.129606,37.594326
㈜조은유통,냉동수산식품(연체류),냉동수산식품,2007-05-28,127.129606,37.594326
영양고추유통공사,고춧가루,조미식품,2007-06-11,129.087275,36.72747
칠갑농산주식회사,냉동식품(만두),냉동식품,2007-06-21,126.796505,36.423587
칠갑농산주식회사,레토르트식품(소스),레토르트식품,2007-06-21,126.796505,36.423587
에이제이(AJ)씨푸드,냉동수산식품(어류),냉동수산식품,2007-06-21,128.956843,35.078442
에이제이(AJ)씨푸드,냉동수산식품(연체류),냉동수산식품,2007-06-21,128.956843,35.078442
다미원㈜,냉동수산식품(어류),냉동수산식품,2007-06-29,128.118591,34.94913
다미원㈜,냉동수산식품(연체류),냉동수산식품,2007-06-29,128.118591,34.94913
㈜한성식품서산지점,배추김치,배추김치,2007-07-04,126.50189,36.777688
㈜한성식품서산지점,기타김치,김치류,2007-07-04,126.50189,36.777688
㈜에스앤에스식품,냉동수산식품(어류),냉동수산식품,2007-07-04,128.955256,35.076769
㈜에스앤에스식품,냉동수산식품(연체류),냉동수산식품,2007-07-04,128.955256,35.076769
㈜우양,빵류,빵류,2007-07-04,126.721591,36.011514
㈜보승식품,즉석조리식품(순대),순대,2007-07-19,126.833575,37.769171
칠갑농산주식회사,떡류,떡류,2007-07-25,126.796505,36.423587
부경수산주식회사,냉동수산식품(어류),냉동수산식품,2007-07-30,127.321685,37.421509
부경수산주식회사,냉동수산식품(연체류),냉동수산식품,2007-07-30,127.321685,37.421509
농업회사법인㈜왕인식품,배추김치,배추김치,2007-08-08,126.639959,34.773924
농업회사법인㈜왕인식품,기타김치,김치류,2007-08-08,126.639959,34.773924
주)동해씨푸드,냉동수산식품(어류),냉동수산식품,2007-08-10,128.217144,37.125851
주)동해씨푸드,냉동수산식품(연체류),냉동수산식품,2007-08-10,128.217144,37.125851
주식회사 피피이씨춘천,두부,두부류 또는 묵류,2007-08-20,127.606853,37.843938
㈜맑은식품,두부,두부류 또는 묵류,2007-08-20,127.466314,37.014604
㈜마니커에프앤지,기타가공품,규격외일반가공식품,2007-08-20,127.208467,37.148234
백석부추영농조합법인,배추김치,배추김치,2007-08-24,126.953971,37.804377
백석부추영농조합법인,기타김치,김치류,2007-08-24,126.953971,37.804377
도미솔식품,배추김치,배추김치,2007-09-10,126.828796,37.813101
도미솔식품,기타김치,김치류,2007-09-10,126.828796,37.813101
도미솔식품,절임식품(식염절임),절임식품,2007-09-10,126.828796,37.813101
농업회사법인 ㈜금호식품 옥천2공장,고춧가루,조미식품,2007-09-10,127.652001,36.251508
㈜금성농산,고춧가루,조미식품,2007-09-10,127.934831,37.079371
롯데제과㈜증평공장,빵류(냉동생지에 한함),빵류,2007-09-10,127.620271,36.83061
㈜프레시코,잼류,잼류,2007-09-10,127.137216,36.141996
㈜청아냉동식품,빙과류,빙과류,2007-09-14,128.946085,35.930767
초록들코리아㈜,기타가공품,기타식품류,2007-09-14,128.582811,35.885726
농업회사법인 광동종합식품㈜,배추김치,배추김치,2007-09-18,128.262812,35.726098
농업회사법인 광동종합식품㈜,기타김치,김치류,2007-09-18,128.262812,35.726098
㈜제이더블유푸드,냉동수산식품(어류),냉동수산식품,2007-10-09,128.358312,36.074024
㈜제이더블유푸드,냉동수산식품(연체류),냉동수산식품,2007-10-09,128.358312,36.074024
㈜에이치엔지에프제1공장,고춧가루,조미식품,2007-10-09,126.935496,35.961735
주식회사 해들촌 농업회사법인,고춧가루,조미식품,2007-10-09,127.074809,36.980027
㈜양지마을,고춧가루,조미식품,2007-10-17,127.531378,37.292074
남안동농협가공사업소,고춧가루,조미식품,2007-10-29,128.659371,36.500416
농업회사법인한둘주식회사,두부,두부류 또는 묵류,2007-10-29,127.611154,37.210596
농업회사법인 비에스푸드 주식회사,배추김치,배추김치,2007-10-30,127.110922,36.927677
농업회사법인 비에스푸드 주식회사,기타김치,김치류,2007-10-30,127.110922,36.927677
대상㈜ 기흥공장,토마토케첩,조미식품,2007-10-30,127.177877,37.241046
대상㈜ 기흥공장,소스류,조미식품,2007-10-30,127.177877,37.241046
대상㈜ 기흥공장,드레싱,드레싱류,2007-10-30,127.177877,37.241046
주식회사 농민식품,묵류,두부류 또는 묵류,2007-11-05,126.696806,36.116745
경기농협식품조합공동사업법인,김치(배추김치),배추김치,2007-11-12,127.074874,38.096677
경기농협식품조합공동사업법인,김치(기타김치),김치류,2007-11-12,127.074874,38.096677
경기농협식품조합공동사업법인,김칫속,김치류,2007-11-12,127.074874,38.096677
경기농협식품조합공동사업법인,절임식품,절임류,2007-11-12,127.074874,38.096677
㈜덕화푸드,양념젓갈,젓갈류,2007-11-12,129.01102,35.05782
㈜동성식품,떡류,떡류,2007-11-12,127.199373,37.260045
㈜동성식품,국수(생면),국수,2007-11-12,127.199373,37.260045
㈜맛샘농업회사법인,배추김치,배추김치,2007-11-15,127.562331,36.919906
㈜맛샘농업회사법인,기타김치,김치류,2007-11-15,127.562331,36.919906
씨케이글로벌㈜,냉동수산식품(어류),냉동수산식품,2007-11-21,128.952549,35.075915
구미협동식품 합명회사,배추김치,배추김치,2007-11-21,128.328236,36.215413
구미협동식품 합명회사,기타김치,김치류,2007-11-21,128.328236,36.215413
㈜면사랑,소스류,조미식품,2007-11-26,127.435452,36.85537
국제지식재산연수원,집단급식소 조리식품,집단급식소,2007-11-29,127.364865,36.377584
㈜젠푸드,과채음료(레토르트식품),레토르트식품,2007-12-03,129.037407,35.335043
송림수산㈜,냉동수산식품(어류),냉동수산식품,2007-12-03,128.952941,35.076624
송림수산㈜,냉동수산식품(조미가공품),냉동수산식품,2007-12-03,128.952941,35.076624
㈜진미농산,고춧가루,조미식품,2007-12-10,127.139871,36.128767
씨제이제일제당㈜(공주),된장,장류,2007-12-10,127.141857,36.371243
씨제이제일제당㈜(공주),혼합장,장류,2007-12-10,127.141857,36.371243
㈜늘푸른,배추김치,배추김치,2007-12-18,126.844076,37.069359
㈜늘푸른,기타김치,김치류,2007-12-18,126.844076,37.069359
㈜늘푸른,절임식품(식염절임),절임식품,2007-12-18,126.844076,37.069359
㈜호텔리어쿡,배추김치,배추김치,2008-01-15,126.595775,37.717159
㈜호텔리어쿡,기타김치,김치류,2008-01-15,126.595775,37.717159
영어조합법인 서풍,"냉동수산식품(어류, 어육살에 한함)",냉동수산식품,2008-01-15,127.587633,34.707973
㈜세우,양조간장,장류,2008-01-15,126.744975,37.329843
들빛식품,배추김치,배추김치,2008-01-25,128.2228,37.120704
들빛식품,기타김치,김치류,2008-01-25,128.2228,37.120704
신송식품㈜(직산읍),고추장,장류,2008-01-21,127.113661,36.815008
신송식품㈜(직산읍),된장,장류,2008-01-21,127.113661,36.815008
